Product_Name,Category,Brand,Previous_Price,Current_Price,Growth_Rate,Future_Price,Date,Location,Discount,Quantity
Kurta Set,Clothing,Manyavar,5085.71,6227.89,0.2246,11437.3,2023-02-22,Mumbai,14.8,274
Metro Monthly Pass,Travel Tickets,DMRC,9388.45,9796.74,0.0435,11131.63,2025-12-05,Ahmedabad,15.3,483
Art & Design Book,Books,Phaidon,1820.16,1481.49,-0.1861,798.75,2024-03-05,Kolkata,1.4,299
Diesel 1L,Fuel,Bharat Petroleum,627.72,753.93,0.2011,1306.38,2025-06-19,Pune,19.9,168
Gold Ring 5g,Gold,Senco Gold,88282.9,90456.33,0.0246,97297.58,2023-03-27,Jaipur,16.2,465
Gold 22K 10g,Gold,Malabar Gold,69024.94,88273.89,0.2789,184646.9,2025-11-21,Bangalore,27.6,148
Silver Bangle 40g,Silver,Joyalukkas,72795.18,80532.8,0.1063,109041.43,2025-10-13,Pune,8.9,230
Air Conditioner 1.5T,Home Appliances,Whirlpool,14441.81,16268.47,0.1265,23256.28,2024-06-19,Lucknow,4.6,17
Premium Tea 500g,Grocery,Tata Tea,247.08,229.54,-0.071,184.04,2024-04-04,Mumbai,6.8,198
Bus Non-AC,Travel Tickets,KSRTC,20370.37,19011.6,-0.0667,15455.48,2025-07-04,Pune,5.7,290
Silk Saree,Clothing,Fabindia,13729.2,17709.61,0.2899,38008.18,2025-02-22,Bangalore,21.8,283
OnePlus 12,Mobiles,OnePlus,25359.91,31568.44,0.2448,60890.83,2024-08-17,Pune,25.9,215
Formal Shirt,Clothing,Raymond,9289.94,12664.66,0.3633,32089.86,2025-04-05,Jaipur,9.6,110
Air Purifier,Home Appliances,Philips,32135.89,36681.36,0.1414,54545.51,2025-01-29,Ahmedabad,11.4,95
Denim Jeans,Clothing,Levis,12220.66,14175.73,0.16,22126.84,2025-07-26,Kolkata,18.0,24
Wireless Earbuds,Electronics,JBL,145693.02,182355.79,0.2516,357533.07,2024-06-12,Delhi,14.7,284
Air Conditioner 1.5T,Home Appliances,Whirlpool,46586.38,42971.58,-0.0776,33724.01,2024-12-04,Mumbai,13.5,105
"Monitor 27"" 165Hz",Computer Components,LG,40130.84,31004.24,-0.2274,14298.33,2023-04-04,Pune,12.8,68
RAM DDR5 16GB,Computer Components,Corsair,38140.79,30825.45,-0.1918,16272.94,2023-07-05,Lucknow,7.4,64
LPG Cylinder 14.2kg,Fuel,Indane,470.0,400.27,-0.1484,247.21,2024-01-24,Ahmedabad,7.6,6
Carrot 1kg,Fruits and Vegetables,Star Bazaar,273.58,274.3,0.0026,276.45,2023-11-26,Hyderabad,16.4,275
Apple 1kg,Fruits and Vegetables,Nature Basket,40.18,35.84,-0.108,25.44,2025-02-04,Kolkata,8.4,271
Mango 1kg,Fruits and Vegetables,DMart,128.98,148.32,0.1499,225.52,2025-10-08,Mumbai,23.6,258
Competitive Exam Guide,Books,Arihant,118.75,127.88,0.0769,159.71,2025-05-20,Jaipur,4.0,27
Toor Dal 2kg,Grocery,Tata,1289.88,1290.71,0.0006,1293.03,2024-03-16,Bangalore,18.1,111
Flight International,Travel Tickets,Air India,31439.0,31619.94,0.0058,32173.32,2025-07-12,Hyderabad,23.1,306
Nothing Phone 2,Mobiles,Nothing,31764.79,40716.52,0.2818,85749.47,2024-01-05,Delhi,14.6,324
Vacuum Cleaner,Home Appliances,Dyson,30064.07,35609.34,0.1844,59164.22,2025-05-16,Ahmedabad,8.4,119
Projector HD,Electronics,Epson,7088.49,7649.66,0.0792,9614.97,2024-10-07,Hyderabad,0.4,145
OnePlus 12,Mobiles,OnePlus,50290.27,61300.15,0.2189,111010.94,2024-09-26,Delhi,15.3,105
Vivo X100,Mobiles,Vivo,116184.44,135851.39,0.1693,217191.06,2024-02-12,Lucknow,15.3,257
Silver Bangle 40g,Silver,Joyalukkas,56085.95,59308.85,0.0575,70139.17,2023-06-01,Bangalore,9.0,277
Gold Bangle 20g,Gold,Joyalukkas,70267.33,75492.72,0.0744,93627.42,2023-08-08,Ahmedabad,17.4,440
Winter Jacket,Clothing,Woodland,5996.09,6550.42,0.0924,8539.14,2024-12-19,Kolkata,5.3,204
"Monitor 27"" 165Hz",Computer Components,LG,17470.47,18718.57,0.0714,23021.18,2024-02-23,Chennai,22.7,313
Water Purifier RO,Home Appliances,Kent,44691.9,49727.35,0.1127,68506.15,2025-10-08,Ahmedabad,28.5,126
Gold 24K 10g,Gold,Tanishq,125969.17,120305.8,-0.045,104784.41,2023-08-25,Bangalore,27.0,118
Art & Design Book,Books,Phaidon,1453.79,1348.63,-0.0723,1076.75,2024-03-22,Mumbai,15.4,276
HP Pavilion 15,Laptops,HP,222167.54,212202.58,-0.0449,184883.09,2024-02-18,Delhi,14.6,51
Acer Nitro 5,Laptops,Acer,172393.02,191807.05,0.1126,264168.93,2024-08-28,Ahmedabad,26.9,497
Gold Chain 10g,Gold,PC Jeweller,108510.19,144902.03,0.3354,345071.1,2023-06-24,Pune,12.8,303
Flight Domestic,Travel Tickets,IndiGo,32710.56,26707.18,-0.1835,14537.73,2023-07-14,Ahmedabad,1.8,177
RAM DDR5 16GB,Computer Components,Corsair,9952.09,10700.42,0.0752,13300.52,2025-02-15,Lucknow,19.2,465
Gold 24K 10g,Gold,Tanishq,58969.67,64072.15,0.0865,82178.55,2023-06-13,Jaipur,28.1,446
Ethnic Dress,Clothing,Biba,5766.36,5130.79,-0.1102,3614.61,2024-09-13,Bangalore,21.9,155
Power Supply 750W,Computer Components,Cooler Master,22445.96,22338.47,-0.0048,22018.34,2023-12-01,Jaipur,14.3,464
Formal Shirt,Clothing,Raymond,10057.78,10741.85,0.068,13085.58,2025-03-07,Pune,10.3,45
DSLR Camera,Electronics,Canon,74940.58,77055.8,0.0282,83760.28,2023-08-23,Delhi,27.2,169
Mountain Bicycle,Vehicles,Hero Cycles,495171.98,505732.29,0.0213,538741.81,2025-06-11,Jaipur,8.5,433
Fiction Novel,Books,Penguin,1029.99,1153.25,0.1197,1618.93,2025-09-06,Ahmedabad,13.2,228
Water Purifier RO,Home Appliances,Kent,17372.64,20627.58,0.1874,34533.41,2024-09-26,Lucknow,6.8,208
Art & Design Book,Books,Phaidon,1180.87,1170.69,-0.0086,1140.75,2025-04-22,Jaipur,4.0,336
iPhone 15 Pro,Mobiles,Apple,149608.71,129080.5,-0.1372,82906.97,2025-03-24,Ahmedabad,5.6,384
Diesel 1L,Fuel,Bharat Petroleum,336.16,372.32,0.1076,505.9,2023-07-29,Bangalore,23.9,301
Train Sleeper,Travel Tickets,IRCTC,15991.6,16864.88,0.0546,19780.92,2025-12-13,Mumbai,19.5,174
Microwave Oven 25L,Home Appliances,IFB,30415.61,33234.23,0.0927,43359.92,2025-07-18,Delhi,14.8,253
Amoxicillin 500mg,Medicine,Lupin,166.12,195.91,0.1793,321.31,2023-07-28,Hyderabad,23.9,341
Bus Volvo AC,Travel Tickets,RedBus,25079.95,27656.88,0.1027,37083.04,2024-03-05,Lucknow,16.9,225
Realme GT 5 Pro,Mobiles,Realme,50399.13,56669.69,0.1244,80558.87,2025-05-13,Kolkata,25.0,241
Refrigerator 300L,Home Appliances,Samsung,10511.78,10501.91,-0.0009,10473.58,2025-09-08,Chennai,29.6,494
Mountain Bicycle,Vehicles,Hero Cycles,1721069.62,1626369.43,-0.055,1372507.19,2024-07-16,Lucknow,11.7,42
Basmati Rice 5kg,Grocery,India Gate,588.47,769.14,0.307,1717.24,2025-12-01,Kolkata,28.0,243
Xiaomi 14,Mobiles,Xiaomi,147309.49,175709.28,0.1928,298193.1,2024-02-02,Kolkata,6.8,92
Gold Coin 5g,Gold,Kalyan Jewellers,105025.29,123076.02,0.1719,198082.04,2024-05-04,Ahmedabad,13.1,63
Casual T-Shirt,Clothing,H&M,6025.29,6911.29,0.147,10429.16,2024-03-24,Mumbai,28.8,422
Motherboard Z790,Computer Components,ASUS,18134.04,18338.89,0.0113,18967.63,2025-01-08,Mumbai,1.7,247
Realme GT 5 Pro,Mobiles,Realme,60892.71,56103.09,-0.0787,43872.26,2025-04-21,Ahmedabad,25.9,28
Reference Manual,Books,McGraw Hill,2299.83,2101.97,-0.086,1604.96,2025-01-12,Mumbai,27.9,49
Bus Non-AC,Travel Tickets,KSRTC,23260.69,31213.03,0.3419,75421.71,2024-11-09,Delhi,12.4,92
Processor i7 14th Gen,Computer Components,Intel,39623.31,40057.34,0.011,41393.83,2025-01-30,Pune,23.4,464
Potato 1kg,Fruits and Vegetables,FreshToHome,57.23,56.19,-0.0182,53.18,2023-12-20,Mumbai,16.6,455
Diesel 1L,Fuel,Bharat Petroleum,450.74,446.4,-0.0096,433.67,2025-05-13,Pune,21.5,21
Denim Jeans,Clothing,Levis,4574.32,4119.25,-0.0995,3007.94,2023-03-05,Jaipur,27.8,249
Water Purifier RO,Home Appliances,Kent,62058.44,80309.57,0.2941,174048.71,2024-07-08,Bangalore,20.1,343
Microwave Oven 25L,Home Appliances,IFB,56385.6,49351.31,-0.1248,33084.2,2023-06-07,Pune,15.7,371
"Smart TV 55""",Electronics,Samsung,137480.44,117874.56,-0.1426,74296.87,2025-03-05,Lucknow,1.1,61
Pain Relief Gel 30g,Medicine,Himalaya,326.94,444.85,0.3606,1120.48,2024-03-13,Pune,6.3,204
Air Conditioner 1.5T,Home Appliances,Whirlpool,50754.52,51314.61,0.011,53026.69,2023-06-30,Kolkata,10.0,462
Instant Coffee 250g,Grocery,Nescafe,1002.43,1152.95,0.1502,1754.41,2025-12-01,Ahmedabad,9.5,100
OnePlus 12,Mobiles,OnePlus,113013.21,90340.64,-0.2006,46150.41,2023-07-10,Hyderabad,17.8,315
HP Pavilion 15,Laptops,HP,76500.5,96708.13,0.2642,195393.6,2023-04-10,Kolkata,9.7,29
Gold 24K 10g,Gold,Tanishq,119901.31,116779.81,-0.026,107905.76,2024-07-06,Lucknow,0.1,128
Xiaomi 14,Mobiles,Xiaomi,104318.26,141647.69,0.3578,354582.18,2024-03-14,Jaipur,4.0,479
Flight Domestic,Travel Tickets,IndiGo,14089.2,16973.0,0.2047,29675.32,2025-02-17,Delhi,1.5,495
Engineering Textbook,Books,Pearson,2386.42,3025.63,0.2679,6166.96,2023-04-06,Lucknow,9.7,29
Samsung Galaxy S24,Mobiles,Samsung,58655.47,60781.49,0.0362,67624.19,2024-04-16,Lucknow,6.6,37
Notebook Set 5pcs,Books,Classmate,1448.5,1787.53,0.2341,3359.73,2025-05-08,Delhi,14.0,306
Gold Coin 5g,Gold,Kalyan Jewellers,115332.99,112317.74,-0.0261,103750.8,2023-02-14,Bangalore,10.8,490
Gold Coin 5g,Gold,Kalyan Jewellers,128773.88,102138.52,-0.2068,50972.7,2023-12-27,Hyderabad,25.6,138
Cabinet Mid Tower,Computer Components,NZXT,53667.79,71157.5,0.3259,165864.33,2025-12-19,Chennai,15.6,78
Fiction Novel,Books,Penguin,2686.36,3232.9,0.2035,5635.48,2024-01-25,Jaipur,28.0,265
Nothing Phone 2,Mobiles,Nothing,26564.26,36205.17,0.3629,91656.35,2025-01-11,Ahmedabad,21.2,223
Gold Coin 5g,Gold,Kalyan Jewellers,106925.05,105410.98,-0.0142,100983.94,2025-03-16,Hyderabad,13.5,172
Bandage Roll 5m,Medicine,Johnson & Johnson,103.87,105.74,0.018,111.55,2024-10-27,Hyderabad,25.1,347
Gold Ring 5g,Gold,Senco Gold,60346.06,56584.24,-0.0623,46653.82,2023-02-03,Bangalore,3.8,471
Mango 1kg,Fruits and Vegetables,DMart,317.86,403.97,0.2709,829.25,2025-09-02,Chennai,3.3,14
Kurta Set,Clothing,Manyavar,8464.6,8634.02,0.02,9162.49,2024-03-16,Lucknow,19.4,185
Aviation Fuel 1L,Fuel,IOCL,942.85,841.44,-0.1076,598.0,2025-12-25,Bangalore,24.0,434
Basmati Rice 5kg,Grocery,India Gate,273.94,301.64,0.1011,402.69,2024-10-30,Pune,23.0,113
MSI Creator 16,Laptops,MSI,247129.05,218270.45,-0.1168,150373.78,2023-08-15,Mumbai,25.2,133
Silver Bangle 40g,Silver,Joyalukkas,86907.24,92246.88,0.0614,110303.41,2024-06-13,Kolkata,11.5,24
Gold Bangle 20g,Gold,Joyalukkas,128289.13,146566.09,0.1425,218575.83,2025-09-07,Jaipur,8.0,349
RAM DDR5 16GB,Computer Components,Corsair,32362.07,37234.91,0.1506,56718.33,2025-05-02,Ahmedabad,1.8,456
Gaming Console,Electronics,PlayStation,135198.56,138650.52,0.0255,149530.06,2023-06-16,Bangalore,0.3,383
Bus Volvo AC,Travel Tickets,RedBus,5149.15,7265.3,0.411,20409.6,2024-07-05,Delhi,10.5,357
Samsung Galaxy S24,Mobiles,Samsung,16445.96,20128.06,0.2239,36901.13,2025-05-08,Lucknow,23.0,453
Air Purifier,Home Appliances,Philips,24914.35,29370.48,0.1789,48121.81,2025-12-11,Ahmedabad,0.1,483
Mango 1kg,Fruits and Vegetables,DMart,139.81,187.5,0.3411,452.26,2023-08-29,Kolkata,6.1,447
MacBook Air M3,Laptops,Apple,212970.86,231222.57,0.0857,295910.07,2023-01-25,Pune,2.9,54
Winter Jacket,Clothing,Woodland,14248.35,14122.45,-0.0088,13752.89,2024-07-01,Mumbai,16.5,338
Kurta Set,Clothing,Manyavar,1576.0,1697.4,0.077,2120.47,2025-04-02,Pune,9.2,242
Multivitamin 30tabs,Medicine,Abbott,425.48,385.29,-0.0945,286.06,2025-11-06,Delhi,10.4,381
HP Pavilion 15,Laptops,HP,45152.78,44544.52,-0.0135,42764.71,2023-11-14,Ahmedabad,8.9,135
Bus Volvo AC,Travel Tickets,RedBus,35100.84,34653.14,-0.0128,33339.42,2024-03-07,Delhi,17.2,479
Sunflower Oil 5L,Grocery,Fortune,323.57,399.16,0.2336,749.32,2025-06-12,Kolkata,23.1,385
Art & Design Book,Books,Phaidon,3269.77,3922.99,0.1998,6775.54,2025-05-10,Hyderabad,16.6,427
HP Spectre x360,Laptops,HP,134699.96,139804.92,0.0379,156310.8,2023-11-17,Jaipur,1.7,135
OnePlus 12,Mobiles,OnePlus,105797.21,138877.12,0.3127,314142.83,2025-02-17,Delhi,23.2,152
Kerosene 1L,Fuel,BPCL,828.8,753.67,-0.0906,566.82,2023-12-11,Pune,6.2,161
MSI Creator 16,Laptops,MSI,172322.2,221368.73,0.2846,469267.01,2023-03-17,Chennai,4.8,70
Electric Scooter,Vehicles,Ather,2461881.25,2558229.35,0.0391,2870195.71,2024-08-26,Chennai,2.0,226
HP Pavilion 15,Laptops,HP,65409.8,67075.01,0.0255,72338.21,2024-03-28,Lucknow,25.0,100
Silver Chain 50g,Silver,MMTC-PAMP,38751.41,47641.67,0.2294,88525.14,2025-08-24,Mumbai,11.7,227
Diesel 1L,Fuel,Bharat Petroleum,761.87,734.92,-0.0354,659.6,2025-12-10,Ahmedabad,4.2,448
Xiaomi 14,Mobiles,Xiaomi,129487.11,156347.96,0.2074,275198.29,2023-12-23,Hyderabad,15.3,63
Electric Scooter,Vehicles,Ather,1425966.46,1577852.3,0.1065,2137571.26,2023-01-04,Kolkata,24.4,167
Gold 22K 10g,Gold,Malabar Gold,127219.0,120476.12,-0.053,102317.73,2023-06-06,Kolkata,18.1,414
Microwave Oven 25L,Home Appliances,IFB,66507.27,72089.27,0.0839,91799.07,2023-11-15,Bangalore,2.9,282
Programming Guide,Books,OReilly,949.19,944.13,-0.0053,929.2,2024-11-22,Lucknow,29.2,261
MacBook Air M3,Laptops,Apple,95410.16,110915.06,0.1625,174248.64,2025-04-03,Chennai,18.7,491
Hatchback Car,Vehicles,Tata Motors,1718215.6,1909059.38,0.1111,2618658.59,2024-08-15,Chennai,13.5,3
Ferry Ticket,Travel Tickets,Govt Ferry,25238.25,33274.83,0.3184,76253.09,2023-08-10,Kolkata,19.5,386
Gold 24K 10g,Gold,Tanishq,44698.79,46655.5,0.0438,53058.47,2023-02-10,Hyderabad,23.1,395
Toor Dal 2kg,Grocery,Tata,1386.52,1374.22,-0.0089,1337.85,2024-05-29,Pune,21.1,35
Gold 22K 10g,Gold,Malabar Gold,128990.01,150029.4,0.1631,236062.79,2023-05-25,Mumbai,7.7,24
Silver Anklet 30g,Silver,Senco,65487.17,84247.57,0.2865,179385.26,2023-05-27,Lucknow,23.0,161
Fiction Novel,Books,Penguin,1010.04,1109.56,0.0985,1470.79,2023-12-26,Bangalore,3.6,318
Gold 24K 10g,Gold,Tanishq,79188.94,61460.82,-0.2239,28731.04,2025-04-07,Bangalore,0.1,419
Smart Watch,Electronics,Apple,58445.63,69887.5,0.1958,119501.99,2024-02-16,Mumbai,2.7,30
Flight Domestic,Travel Tickets,IndiGo,39909.17,36813.59,-0.0776,28891.23,2024-08-11,Chennai,17.4,324
Silver Anklet 30g,Silver,Senco,32686.32,30154.82,-0.0774,23680.84,2025-10-28,Hyderabad,22.1,272
Train AC 2-Tier,Travel Tickets,IRCTC,10615.85,10745.93,0.0123,11147.35,2025-12-16,Ahmedabad,5.9,150
ASUS ROG Strix,Laptops,ASUS,34488.48,29122.93,-0.1556,17533.95,2025-08-19,Lucknow,0.7,163
Bus Non-AC,Travel Tickets,KSRTC,40975.19,58426.2,0.4259,169384.96,2023-08-21,Hyderabad,27.5,267
Gold Ring 5g,Gold,Senco Gold,46757.77,48140.01,0.0296,52542.63,2024-12-14,Mumbai,2.8,102
Google Pixel 8,Mobiles,Google,32778.01,35888.64,0.0949,47106.45,2025-04-19,Mumbai,7.0,178
Cabinet Mid Tower,Computer Components,NZXT,19288.89,19906.64,0.032,21879.48,2025-09-25,Delhi,7.1,226
Petrol 1L,Fuel,Indian Oil,475.6,490.2,0.0307,536.75,2023-06-11,Hyderabad,27.8,384
Silk Saree,Clothing,Fabindia,7780.61,7500.37,-0.036,6719.14,2025-07-03,Lucknow,8.1,245
Sports Bike 300cc,Vehicles,Kawasaki,965767.82,1191076.11,0.2333,2234321.73,2023-09-20,Pune,17.8,435
Reference Manual,Books,McGraw Hill,2621.82,2681.48,0.0228,2869.11,2023-12-12,Hyderabad,21.2,495
Apple 1kg,Fruits and Vegetables,Nature Basket,152.38,150.68,-0.0112,145.67,2025-12-17,Jaipur,12.6,455
Spinach 500g,Fruits and Vegetables,More Supermarket,224.26,240.81,0.0738,298.16,2025-02-23,Pune,21.5,438
Gold 22K 10g,Gold,Malabar Gold,57807.69,65465.47,0.1325,95088.26,2025-12-01,Jaipur,26.5,272
Science Encyclopedia,Books,DK Publishing,3215.63,3914.62,0.2174,7063.0,2023-04-04,Mumbai,28.9,299
Gold Chain 10g,Gold,PC Jeweller,88358.47,78969.14,-0.1063,56368.01,2024-07-26,Kolkata,25.9,71
Refrigerator 300L,Home Appliances,Samsung,70800.86,75855.38,0.0714,93291.34,2024-03-17,Lucknow,14.1,479
Apple 1kg,Fruits and Vegetables,Nature Basket,34.77,29.68,-0.1464,18.46,2023-01-13,Ahmedabad,14.4,460
Fiction Novel,Books,Penguin,3042.99,2830.52,-0.0698,2278.22,2025-05-29,Kolkata,29.4,121
Cough Syrup 100ml,Medicine,Sun Pharma,78.75,73.84,-0.0623,60.88,2025-08-20,Jaipur,12.4,175
Xiaomi 14,Mobiles,Xiaomi,87580.75,59761.12,-0.3176,18990.47,2025-02-04,Delhi,1.4,85
Iodized Salt 1kg,Grocery,Catch,506.2,588.21,0.162,922.89,2025-05-18,Ahmedabad,20.8,212
CNG 1kg,Fuel,HP Gas,575.89,653.71,0.1351,956.07,2024-12-12,Kolkata,4.4,345
Electric Scooter,Vehicles,Ather,834089.62,1033181.9,0.2387,1963700.28,2024-08-23,Lucknow,18.3,429
Silver Ring 20g,Silver,Kalyan,11390.77,11968.18,0.0507,13882.39,2023-02-26,Jaipur,20.7,57
Vivo X100,Mobiles,Vivo,104303.89,101664.17,-0.0253,94141.44,2025-04-08,Bangalore,25.2,471
Science Encyclopedia,Books,DK Publishing,1344.51,1344.58,0.0001,1344.98,2023-07-29,Bangalore,15.4,398
Google Pixel 8,Mobiles,Google,141327.11,172781.38,0.2226,315754.91,2023-08-29,Ahmedabad,27.4,357
Power Supply 750W,Computer Components,Cooler Master,79157.36,98229.49,0.2409,187694.8,2024-06-16,Delhi,6.8,84
Vitamin D3 60tabs,Medicine,Dr Reddys,280.33,352.0,0.2557,696.95,2023-04-21,Kolkata,11.5,240
Graphics Card RTX 4060,Computer Components,NVIDIA,14517.23,15372.54,0.0589,18252.0,2025-11-13,Chennai,0.6,343
Electric Car,Vehicles,MG Motors,1754381.35,1582218.69,-0.0981,1160757.96,2025-09-17,Mumbai,12.5,386
LPG Cylinder 14.2kg,Fuel,Indane,1059.33,1106.83,0.0448,1262.35,2024-10-26,Pune,13.9,461
Compact SUV,Vehicles,Hyundai,1679738.07,2170331.52,0.2921,4681817.25,2023-04-09,Pune,7.6,466
Bluetooth Speaker,Electronics,Sony,145682.27,157429.28,0.0806,198646.26,2025-02-21,Kolkata,20.8,364
Casual T-Shirt,Clothing,H&M,6258.99,7653.94,0.2229,13997.74,2024-05-17,Bangalore,29.6,127
Instant Coffee 250g,Grocery,Nescafe,570.83,559.29,-0.0202,526.08,2024-09-15,Delhi,2.9,7
Mountain Bicycle,Vehicles,Hero Cycles,934437.98,961383.49,0.0288,1046862.22,2023-03-06,Hyderabad,13.2,318
Banana 1dz,Fruits and Vegetables,Reliance Fresh,79.94,95.39,0.1933,162.09,2025-03-06,Pune,0.6,298
Water Purifier RO,Home Appliances,Kent,55590.94,62049.83,0.1162,86291.23,2024-04-16,Chennai,7.7,242
Apple 1kg,Fruits and Vegetables,Nature Basket,209.54,216.55,0.0335,239.05,2024-04-15,Chennai,0.5,443
Potato 1kg,Fruits and Vegetables,FreshToHome,100.19,101.95,0.0176,107.43,2023-10-07,Kolkata,11.5,252
Samsung Galaxy S24,Mobiles,Samsung,12149.91,13492.71,0.1105,18478.0,2025-09-03,Delhi,4.0,116
Cabinet Mid Tower,Computer Components,NZXT,47809.53,44061.34,-0.0784,34489.36,2023-02-14,Ahmedabad,24.1,176
DSLR Camera,Electronics,Canon,72564.93,76433.53,0.0533,89318.24,2023-04-23,Pune,19.9,409
ASUS ROG Strix,Laptops,ASUS,228044.97,245432.48,0.0762,305922.2,2023-10-28,Pune,13.4,106
MSI Creator 16,Laptops,MSI,97773.38,84358.67,-0.1372,54182.64,2025-07-02,Kolkata,18.8,61
Cabinet Mid Tower,Computer Components,NZXT,65901.81,66390.14,0.0074,67874.93,2023-02-16,Chennai,12.3,217
Competitive Exam Guide,Books,Arihant,1085.67,1076.14,-0.0088,1047.98,2024-03-19,Bangalore,16.8,118
Kurta Set,Clothing,Manyavar,1978.21,1957.29,-0.0106,1895.71,2024-04-22,Chennai,21.5,423
Programming Guide,Books,OReilly,2565.33,2603.07,0.0147,2719.56,2025-07-04,Lucknow,17.0,365
Cough Syrup 100ml,Medicine,Sun Pharma,432.96,378.26,-0.1263,252.28,2025-07-04,Bangalore,11.7,259
Silver Bar 1kg,Silver,Tanishq,23243.25,20919.98,-0.1,15250.67,2023-01-18,Lucknow,0.4,468
Xiaomi 14,Mobiles,Xiaomi,47902.76,51260.17,0.0701,62813.52,2023-12-23,Mumbai,28.6,438
Cough Syrup 100ml,Medicine,Sun Pharma,267.12,235.1,-0.1199,160.27,2024-09-24,Pune,8.2,248
Gold 24K 10g,Gold,Tanishq,76038.79,80859.66,0.0634,97234.83,2023-03-06,Chennai,20.9,141
DSLR Camera,Electronics,Canon,76841.5,99726.26,0.2978,217988.13,2024-02-08,Mumbai,18.7,7
HP Spectre x360,Laptops,HP,113910.6,129843.32,0.1399,192317.97,2023-03-05,Ahmedabad,4.7,113
Vivo X100,Mobiles,Vivo,86879.79,86926.35,0.0005,87056.8,2025-05-01,Mumbai,6.2,216
Onion 1kg,Fruits and Vegetables,BigBasket,41.83,46.55,0.1128,64.15,2025-08-18,Kolkata,25.7,244
Flight Domestic,Travel Tickets,IndiGo,162.93,189.57,0.1635,298.59,2023-05-12,Bangalore,21.3,113
Petrol 1L,Fuel,Indian Oil,567.04,688.12,0.2135,1229.66,2024-04-09,Pune,3.8,321
Spinach 500g,Fruits and Vegetables,More Supermarket,179.69,206.46,0.149,313.18,2023-03-13,Delhi,5.5,179
Winter Jacket,Clothing,Woodland,1632.6,1771.47,0.0851,2263.31,2023-10-21,Lucknow,19.7,149
Acer Nitro 5,Laptops,Acer,156394.96,144194.22,-0.078,113016.18,2025-06-21,Kolkata,11.1,106
Bus Non-AC,Travel Tickets,KSRTC,12555.73,12828.37,0.0217,13681.75,2025-04-06,Bangalore,17.8,281
"Tablet 10""",Electronics,Xiaomi,140978.93,152438.18,0.0813,192722.47,2024-09-06,Bangalore,24.8,476
Potato 1kg,Fruits and Vegetables,FreshToHome,177.01,183.51,0.0367,204.47,2023-07-29,Ahmedabad,12.3,418
Instant Coffee 250g,Grocery,Nescafe,437.98,368.95,-0.1576,220.56,2023-07-20,Mumbai,19.5,375
Dishwasher,Home Appliances,Bosch,22818.71,21192.48,-0.0713,16974.93,2023-01-17,Mumbai,17.0,106
Apple 1kg,Fruits and Vegetables,Nature Basket,261.49,295.59,0.1304,426.96,2025-02-23,Bangalore,9.7,345
Instant Coffee 250g,Grocery,Nescafe,642.88,678.03,0.0547,795.49,2025-03-21,Mumbai,28.2,401
Wheat Flour 10kg,Grocery,Aashirvaad,1038.61,870.07,-0.1623,511.47,2025-04-13,Delhi,9.9,46
LPG Cylinder 14.2kg,Fuel,Indane,148.62,111.2,-0.2518,46.58,2024-09-06,Lucknow,6.3,345
"Smart TV 55""",Electronics,Samsung,88414.51,81010.35,-0.0837,62323.75,2025-06-06,Delhi,24.7,244
Multivitamin 30tabs,Medicine,Abbott,34.97,48.09,0.3752,125.07,2024-08-26,Lucknow,5.0,99
HP Pavilion 15,Laptops,HP,242047.08,247924.92,0.0243,266441.4,2023-01-09,Jaipur,22.1,284
OnePlus 12,Mobiles,OnePlus,28598.78,33601.2,0.1749,54495.11,2025-07-08,Bangalore,28.5,86
Silver Bangle 40g,Silver,Joyalukkas,53625.34,51625.09,-0.0373,46061.04,2023-07-01,Lucknow,3.3,17
Cabinet Mid Tower,Computer Components,NZXT,12312.36,17134.7,0.3917,46186.32,2024-05-08,Ahmedabad,18.4,444
Bandage Roll 5m,Medicine,Johnson & Johnson,654.54,901.66,0.3775,2356.77,2023-12-22,Kolkata,22.6,111
Electric Car,Vehicles,MG Motors,485963.18,635646.53,0.308,1422456.23,2025-11-17,Delhi,20.0,448
Motherboard Z790,Computer Components,ASUS,72466.1,77028.97,0.063,92523.89,2024-02-21,Jaipur,27.8,271
Cough Syrup 100ml,Medicine,Sun Pharma,141.51,161.61,0.142,240.69,2025-05-24,Pune,25.6,220
Electric Car,Vehicles,MG Motors,821928.26,745196.21,-0.0934,555287.35,2025-11-20,Kolkata,17.6,254
Nothing Phone 2,Mobiles,Nothing,76152.12,85186.24,0.1186,119232.29,2024-07-03,Hyderabad,25.6,426
Gold 24K 10g,Gold,Tanishq,32941.84,41509.35,0.2601,83054.08,2023-05-02,Delhi,23.9,264
Competitive Exam Guide,Books,Arihant,1661.7,1579.48,-0.0495,1356.35,2023-08-29,Chennai,19.3,363
Wheat Flour 10kg,Grocery,Aashirvaad,1172.59,1159.86,-0.0109,1122.34,2025-06-17,Delhi,18.8,297
"Smart TV 55""",Electronics,Samsung,9568.22,10001.71,0.0453,11423.45,2024-02-08,Kolkata,5.2,389
Ethnic Dress,Clothing,Biba,8042.23,8654.85,0.0762,10787.94,2023-05-05,Jaipur,18.9,385
Silver Chain 50g,Silver,MMTC-PAMP,55475.15,55591.12,0.0021,55942.08,2024-02-06,Mumbai,20.2,377
Iodized Salt 1kg,Grocery,Catch,540.38,723.59,0.339,1737.14,2024-02-26,Jaipur,1.6,470
